Name,Age,GPA,Credits Completed,Year,Pathway
"Carman ,Smith",16,2.3,28,Junior,Buisness
"John ,Tarken",16,2.43,55,Freshman,Buisness
"Mohammed,Anderson",18,0.15,14,Freshman,criminal justice
"Thomas,Dirkas",17,4.18,1,Freshman,criminal justice
"Carman ,Dirkas",15,1.28,2,Junior,Bio med
"Robert,Dover",19,3.23,16,Senior,Bio med
"Ben ,Smith",14,2.39,32,Freshman,Buisness
"Mac,Anderson",16,0.68,31,Sophmore,Marketing
"Richard,Seeman",17,1.73,4,Junior,Music
"William,Janus",18,4.29,47,Sophmore,Music
"Thomas,Seeman",14,0.2,33,Senior,Music
"Jerome ,Tarken",15,4.07,36,Freshman,culinary
"John ,Emma",14,0.5,38,Sophmore,Engineering
"William,Emma",19,1.62,41,Sophmore,Marketing
"Mary ,Dirkas",16,1.94,5,Freshman,Music
"Mohammed,Alakas",16,1.77,58,Freshman,Marketing
"Robert,Anderson",14,0.89,55,Junior,culinary
"John ,Janus",18,3.76,6,Senior,Early childhood Education
"Robert,Dover",16,3.06,22,Junior,Pedophile
"Thomas,Dover",19,2.66,30,Junior,culinary
"William,Janus",14,0.54,37,Freshman,Engineering
"Carman ,Kurtis",18,2.15,13,Junior,Music
"Mac,Dover",16,1.06,51,Senior,Early childhood Education
"William,Emma",18,3.39,22,Senior,Bio med
"Jerome ,Emma",14,3.53,59,Sophmore,Pedophile
"John ,Alakas",18,3.94,49,Senior,Pervert
"Mary ,Anderson",14,2.38,12,Sophmore,Bio med
"Mac,Smith",17,0.39,59,Freshman,Pervert
"James ,Dover",14,2.5,13,Junior,Marketing
"Mac,Emma",16,3.39,38,Junior,Bio med
"William,Alakas",14,2.39,2,Freshman,Bio med
"Hugh ,Kurtis",17,3.9,32,Sophmore,Math
"John ,Kurtis",17,4.18,16,Sophmore,Early childhood Education
"Carman ,Janus",17,3.93,54,Senior,Pedophile
"Carman ,Dover",14,3.45,15,Sophmore,Engineering
"David,Kurtis",18,1.28,6,Freshman,Music
"Hugh ,Anderson",16,0.83,43,Junior,criminal justice
"Mac,Tarken",16,3.47,17,Freshman,Marketing
"Mary ,Kurtis",17,3.22,57,Sophmore,Early childhood Education
"Mohammed,Dover",15,1.2,9,Senior,Early childhood Education
"Christopher,Alakas",19,2.37,47,Junior,criminal justice
"Hugh ,Tarken",17,3.36,44,Senior,Pedophile
"James ,Kurtis",16,3.05,15,Freshman,Engineering
"James ,Tarken",14,3.85,8,Freshman,criminal justice
"William,Dover",19,3.67,53,Sophmore,Marketing
"Carman ,Dover",19,4.3,37,Junior,criminal justice
"Mary ,Dirkas",19,2.62,51,Sophmore,Bio med
"Mac,Anderson",18,3.79,2,Freshman,Bio med
"Richard,Smith",14,2.88,34,Sophmore,Music
"Jessica ,Emma",18,2.47,4,Sophmore,Computer Science
"Jerome ,Dirkas",16,0.81,22,Freshman,Pervert
"Christopher,Smith",15,2.57,52,Sophmore,Music
"Jessica ,Seeman",17,3.72,56,Freshman,culinary
"Robert,Alakas",14,0.7,30,Junior,Pedophile
"Mohammed,Dirkas",18,0.02,35,Sophmore,Computer Science
"James ,Tarken",17,1.86,8,Senior,Athletics
"William,Dirkas",19,1.23,2,Freshman,Marketing
"Robert,Dirkas",15,1.42,22,Senior,culinary
"James ,Tarken",14,1.51,18,Sophmore,Pedophile
"Christopher,Tarken",18,3.07,36,Freshman,Early childhood Education
"Thomas,Emma",17,1.46,42,Junior,Math
"Christopher,Emma",19,0.23,3,Senior,culinary
"James ,Tarken",15,1.3,60,Sophmore,Engineering
"Thomas,Dirkas",18,0.44,0,Junior,Computer Science
"Joe,Tarken",19,4.32,17,Senior,Pervert
"Jessica ,Dirkas",15,0.62,1,Sophmore,Buisness
"Hugh ,Seeman",18,3.98,55,Junior,Early childhood Education
"John ,Dover",15,4.05,51,Senior,Early College
"Richard,Seeman",16,3.39,0,Freshman,Early childhood Education
"David,Tarken",17,3.32,34,Senior,Math
"Mohammed,Seeman",15,1.67,60,Freshman,Pedophile
"Joe,Alakas",19,3.83,52,Freshman,Early College
"Mac,Smith",18,0.84,8,Junior,Athletics
"Mac,Seeman",19,1.1,28,Sophmore,Pervert
"David,Kurtis",15,3.95,50,Senior,Music
"Hugh ,Dover",18,0.81,19,Freshman,Pedophile
"Mac,Emma",19,3.96,8,Freshman,Engineering
"Thomas,Anderson",18,2.45,4,Freshman,Early College
"David,Dirkas",15,3.87,36,Freshman,Early childhood Education
"Mohammed,Dover",17,4.17,8,Senior,Athletics
"Christopher,Tarken",18,1.45,1,Sophmore,Computer Science
"Thomas,Janus",19,0.59,45,Junior,culinary
"Robert,Tarken",14,1.6,43,Senior,Music
"James ,Smith",15,2.42,20,Junior,Pervert
"Christopher,Anderson",15,1.81,6,Freshman,Early childhood Education
"Mohammed,Kurtis",16,2.32,14,Freshman,culinary
"Mohammed,Emma",16,0.18,23,Freshman,culinary
"Mary ,Emma",14,1.92,10,Freshman,Bio med
"Jerome ,Kurtis",18,0.43,7,Freshman,Athletics
"Carman ,Tarken",16,4.07,25,Junior,Pedophile
"Ben ,Dover",17,0.43,59,Freshman,Computer Science
"Mary ,Tarken",19,3.47,6,Freshman,culinary
"Ben ,Tarken",18,1.1,21,Senior,Buisness
"Hugh ,Janus",18,1.48,6,Junior,Athletics
"Ben ,Emma",15,2.85,57,Junior,Pervert
"Carman ,Smith",15,0.8,41,Junior,Early childhood Education
"William,Emma",14,3.54,53,Senior,criminal justice
"Jerome ,Tarken",14,2.59,6,Freshman,Athletics
"Mac,Anderson",16,2.8,6,Freshman,Early childhood Education
"John ,Tarken",17,2.03,53,Freshman,Pervert
"Thomas,Tarken",18,1.43,40,Sophmore,Music
"James ,Kurtis",15,1.01,42,Senior,Marketing
"Christopher,Tarken",17,4.47,4,Junior,culinary
"John ,Janus",19,0.01,41,Senior,Early childhood Education
"Hugh ,Seeman",19,4.38,9,Junior,criminal justice
"Mary ,Kurtis",17,0.62,41,Junior,culinary
"Mohammed,Emma",16,3.84,44,Freshman,Music
"Mohammed,Seeman",17,0.91,1,Junior,Pervert
"Hugh ,Tarken",17,0.16,29,Junior,Marketing
"Hugh ,Kurtis",18,4.33,32,Freshman,criminal justice
"John ,Emma",15,1.61,0,Junior,Early College
"Carman ,Dover",16,2.11,49,Sophmore,culinary
"David,Dover",18,3.84,44,Sophmore,Athletics
"Mary ,Dirkas",16,0.66,48,Senior,criminal justice
"James ,Janus",16,0.52,49,Senior,Math
"John ,Dirkas",16,3.27,32,Senior,Bio med
"Ben ,Smith",16,1.38,58,Junior,Early childhood Education
"Joe,Alakas",19,0.69,33,Freshman,Early College
"Ben ,Dirkas",16,3.17,8,Junior,Engineering
"John ,Alakas",19,1.68,52,Junior,Pervert
"Joe,Dover",16,3.38,59,Sophmore,Early childhood Education
"David,Dirkas",15,1.3,20,Sophmore,Engineering
"Carman ,Emma",14,0.46,25,Senior,criminal justice
"Hugh ,Anderson",18,3.54,49,Junior,Early childhood Education
"Mary ,Janus",14,2.42,11,Junior,Early childhood Education
"John ,Tarken",15,2.19,25,Freshman,Marketing
"Robert,Tarken",19,1.24,31,Sophmore,Early childhood Education
"Carman ,Smith",15,0.68,31,Sophmore,Marketing
"Richard,Tarken",14,3.5,46,Sophmore,Pedophile
"Mac,Alakas",17,2.53,44,Junior,Computer Science
"William,Smith",19,2.83,19,Senior,Buisness
"Mary ,Smith",17,1.32,58,Senior,Early childhood Education
"Christopher,Janus",14,1.2,2,Senior,Pervert
"Joe,Smith",16,0.65,25,Freshman,Bio med
"William,Emma",14,2.11,25,Junior,Early College
"Jerome ,Seeman",19,2.41,41,Freshman,Bio med
"Jessica ,Dover",17,1.25,59,Junior,criminal justice
"Joe,Kurtis",19,0.13,14,Junior,criminal justice
"Jerome ,Dover",17,1.5,59,Senior,Pedophile
"Mary ,Tarken",15,2.16,40,Junior,Math
"David,Alakas",14,2.8,46,Senior,criminal justice
"James ,Kurtis",14,0.56,18,Freshman,Computer Science
"Ben ,Emma",16,1.95,57,Senior,Athletics
"Jessica ,Alakas",19,3.62,57,Sophmore,Computer Science
"Carman ,Dover",15,2.43,34,Senior,Early College
"Christopher,Anderson",15,1.09,54,Junior,Computer Science
"Mac,Smith",15,4.49,39,Sophmore,Buisness
"William,Emma",18,0.13,34,Junior,Pervert
"Ben ,Seeman",15,3.24,37,Senior,Pedophile
"Robert,Anderson",19,3.04,32,Senior,Music
"Christopher,Tarken",17,1.86,39,Junior,Engineering
"Christopher,Dirkas",15,3.39,47,Junior,Early childhood Education
"Robert,Dirkas",14,2.01,14,Senior,Buisness
"Mac,Kurtis",19,1.15,21,Junior,criminal justice
"Ben ,Anderson",18,3.96,44,Sophmore,Early childhood Education
"Robert,Emma",14,0.99,23,Sophmore,Bio med
"Mac,Kurtis",19,4.01,33,Freshman,Engineering
"Christopher,Tarken",14,3.18,18,Junior,Engineering
"Hugh ,Janus",14,0.98,20,Junior,criminal justice
"William,Kurtis",18,3.08,12,Junior,culinary
"David,Smith",14,2.13,25,Freshman,culinary
"Richard,Kurtis",15,1.24,2,Freshman,Pedophile
"Jessica ,Emma",17,4.27,40,Freshman,Pervert
"Robert,Janus",19,3.29,23,Freshman,Early childhood Education
"Joe,Kurtis",14,1.14,52,Junior,criminal justice
"Mac,Alakas",17,1.51,10,Sophmore,Athletics
"Robert,Tarken",14,2.07,1,Junior,Engineering
"Robert,Janus",16,0.5,57,Senior,Bio med
"Carman ,Dover",17,0.19,31,Freshman,Pervert
"William,Dover",17,3.56,4,Senior,culinary
"William,Janus",15,2.76,52,Sophmore,Marketing
"Robert,Seeman",18,4.19,12,Senior,Buisness
"Mohammed,Anderson",17,0.39,32,Sophmore,Marketing
"Thomas,Dirkas",17,4.5,23,Sophmore,Buisness
"Richard,Seeman",14,3.28,47,Freshman,Athletics
"Joe,Emma",15,4.27,58,Junior,Early College
"Mary ,Emma",15,1.67,55,Sophmore,culinary
"Carman ,Kurtis",17,3.27,11,Junior,Pervert
"Mary ,Seeman",14,1.92,9,Junior,Early College
"Jessica ,Janus",15,0.07,44,Freshman,Computer Science
"Richard,Seeman",14,0.52,35,Sophmore,Buisness
"Mohammed,Dirkas",15,3.98,15,Sophmore,Early College
"Thomas,Janus",18,1.86,58,Senior,Early childhood Education
"Jerome ,Tarken",18,1.29,40,Freshman,Buisness
"Hugh ,Dover",18,4.01,46,Sophmore,Early childhood Education
"John ,Janus",18,3.4,52,Sophmore,Athletics
"Carman ,Kurtis",16,1.25,52,Sophmore,Pervert
"John ,Emma",18,4.47,37,Freshman,Music
"Ben ,Seeman",17,2.23,9,Sophmore,Buisness
"Richard,Dirkas",17,1.38,26,Senior,Early College
"Joe,Smith",16,3.32,43,Sophmore,Computer Science
"Robert,Seeman",14,2.59,59,Junior,Pedophile
"Mac,Emma",16,1.07,12,Freshman,Pervert
"David,Tarken",16,0.24,2,Senior,Bio med
"John ,Emma",14,3.1,3,Junior,Computer Science
"David,Seeman",18,4.04,32,Senior,Math
"William,Dover",15,3.84,55,Senior,Pervert
"Jessica ,Janus",16,3.14,7,Senior,Music
"Hugh ,Dover",14,4.23,41,Junior,Music
"Hugh ,Dirkas",17,2.88,46,Senior,Bio med
"James ,Tarken",14,2.05,46,Junior,Pervert
"Robert,Dirkas",14,3.32,58,Sophmore,Buisness
"Joe,Anderson",14,0.91,3,Senior,Engineering
"Hugh ,Kurtis",16,3.95,9,Freshman,Engineering
"Christopher,Kurtis",15,0.67,60,Junior,Marketing
"William,Tarken",19,4.12,31,Senior,culinary
"John ,Dover",17,2.97,2,Senior,Bio med
"Ben ,Dirkas",16,3.17,20,Sophmore,criminal justice
"Richard,Kurtis",18,1.31,41,Senior,Bio med
"Mac,Seeman",14,2.03,1,Junior,Pedophile
"Jessica ,Seeman",16,3.38,21,Sophmore,Pedophile
"Carman ,Seeman",16,2.35,41,Junior,Computer Science
"Jerome ,Anderson",18,4.35,44,Freshman,Early College
"James ,Dover",17,0.62,28,Freshman,Marketing
"Richard,Kurtis",18,3.98,30,Sophmore,Athletics
"Joe,Kurtis",14,4.45,37,Sophmore,Pervert
"Mary ,Dirkas",16,1.69,32,Freshman,culinary
"Jessica ,Dover",16,0.7,5,Senior,Marketing
"Christopher,Dover",18,1.33,24,Senior,Athletics
"Christopher,Tarken",19,0.26,46,Senior,Marketing
"Ben ,Emma",19,3.07,18,Junior,Early childhood Education
"Ben ,Alakas",16,1.98,12,Junior,Engineering
"Robert,Kurtis",17,1.17,41,Senior,Engineering
"Richard,Tarken",14,1.79,4,Sophmore,Engineering
"Robert,Tarken",14,1.1,6,Senior,Bio med
"Joe,Janus",18,2.6,7,Sophmore,Pervert
"Jerome ,Anderson",15,4.32,56,Sophmore,Computer Science
"Jerome ,Alakas",15,2.12,23,Junior,criminal justice
"Mary ,Dirkas",19,3.96,51,Sophmore,Early childhood Education
"Richard,Anderson",16,0.46,49,Junior,Pedophile
"Ben ,Alakas",15,2.14,49,Sophmore,Athletics
"Robert,Anderson",18,3.55,27,Freshman,Athletics
"Mac,Anderson",18,2.28,34,Freshman,culinary
"Ben ,Dover",16,2.1,50,Junior,Engineering
"Robert,Emma",17,2.31,21,Sophmore,Marketing
"Robert,Dover",19,2.29,6,Freshman,Engineering
"John ,Smith",14,2.8,9,Junior,criminal justice
"David,Kurtis",19,3.42,49,Sophmore,Marketing
"Robert,Alakas",18,3.9,58,Sophmore,Marketing
"Richard,Kurtis",19,3.35,29,Senior,Math
"David,Smith",14,1.57,28,Junior,criminal justice
"Mary ,Janus",18,3.12,6,Freshman,criminal justice
"Robert,Kurtis",14,1.99,24,Junior,Music
"William,Alakas",18,1.33,21,Senior,Pedophile
"Mohammed,Smith",17,3.83,14,Senior,Music
"Hugh ,Dover",19,3.78,25,Senior,Math
"Thomas,Tarken",16,0.78,30,Freshman,Math
"Joe,Dover",17,2.36,25,Junior,Computer Science
"Carman ,Smith",16,1.4,49,Junior,Early childhood Education
"Thomas,Dirkas",15,1.76,46,Senior,Athletics
"Richard,Kurtis",14,1.57,23,Freshman,Music
"Richard,Janus",15,0.46,53,Junior,criminal justice
"John ,Dover",17,3.64,57,Senior,Pedophile
"James ,Tarken",19,1.2,11,Sophmore,Pedophile
"Ben ,Kurtis",15,1.68,58,Junior,Bio med
"Joe,Emma",19,3.63,18,Sophmore,Marketing
"Hugh ,Janus",16,0.84,23,Senior,Early childhood Education
"Mac,Dirkas",15,2.37,46,Junior,Math
"Jerome ,Smith",15,0.47,50,Senior,criminal justice
"Joe,Janus",16,0.04,57,Junior,criminal justice
"Jerome ,Alakas",14,0.75,28,Freshman,culinary
"David,Dirkas",15,1.7,57,Freshman,Early College
"John ,Emma",18,1.53,1,Freshman,Buisness
"Joe,Janus",17,2.36,9,Senior,Early College
"David,Kurtis",14,0.01,23,Freshman,Pervert
"Thomas,Tarken",16,0.78,19,Senior,Pedophile
"James ,Tarken",17,3.29,24,Freshman,Pedophile
"James ,Seeman",16,0.58,17,Freshman,Pervert
"Joe,Dirkas",16,0.94,25,Freshman,Pedophile
"Robert,Seeman",19,1.35,33,Junior,Pervert
"William,Seeman",19,3.49,48,Freshman,Buisness
"Joe,Alakas",19,1.58,13,Senior,Early childhood Education
"Mary ,Janus",19,2.08,22,Senior,Early College
"Robert,Kurtis",14,0.83,24,Junior,criminal justice
"Ben ,Emma",18,0.23,12,Senior,Pervert
"William,Smith",18,0.53,27,Senior,Pervert
"David,Tarken",18,4.36,29,Sophmore,Athletics
"Robert,Smith",17,2.08,18,Senior,Computer Science
"Mohammed,Emma",15,2.55,17,Senior,Pervert
"Carman ,Anderson",19,1.09,9,Freshman,Early childhood Education
"Joe,Emma",19,0.53,3,Senior,Early College
"Mohammed,Dirkas",17,0.19,56,Sophmore,Pedophile
"Mohammed,Tarken",17,2.29,0,Junior,Computer Science
"Hugh ,Smith",19,4.38,34,Junior,criminal justice
"Hugh ,Dirkas",16,0.31,53,Freshman,Bio med
"Jerome ,Dover",18,0.48,2,Junior,Music
"Christopher,Kurtis",14,3.28,2,Freshman,Pedophile
"Robert,Janus",14,3.56,8,Sophmore,Early childhood Education
"Robert,Seeman",16,2.72,53,Junior,Buisness
"John ,Dirkas",18,1.47,60,Senior,culinary
"Carman ,Kurtis",14,0.76,31,Sophmore,Early College
"Thomas,Anderson",19,3.49,50,Junior,Pedophile
"John ,Seeman",17,0.43,55,Senior,Early childhood Education
"Mary ,Dirkas",15,3.18,29,Sophmore,Computer Science
"Richard,Kurtis",17,0.95,30,Junior,Buisness
"Thomas,Janus",19,0.31,29,Freshman,Music
"Mary ,Kurtis",16,1.8,28,Sophmore,criminal justice
"Christopher,Anderson",17,0.94,20,Senior,Pedophile
"Hugh ,Dover",18,4.45,53,Sophmore,Music
"Richard,Dover",18,2.51,24,Freshman,criminal justice
"Mary ,Tarken",19,4.08,8,Freshman,Buisness
"Joe,Tarken",14,0.98,5,Sophmore,Music
"James ,Alakas",16,0.13,14,Sophmore,Music
"Richard,Emma",14,1.0,2,Sophmore,Computer Science
"Hugh ,Kurtis",15,3.47,57,Sophmore,Computer Science
"John ,Anderson",14,3.1,4,Freshman,Pedophile
"Jerome ,Tarken",17,1.67,21,Junior,Bio med
"Jerome ,Dover",15,2.2,47,Sophmore,Early childhood Education
"Joe,Seeman",17,4.24,24,Junior,Pervert
"John ,Janus",17,1.08,40,Sophmore,criminal justice
"Joe,Alakas",15,1.53,58,Junior,Computer Science
"Richard,Tarken",15,3.35,34,Sophmore,culinary
"Carman ,Alakas",16,4.36,6,Freshman,Music
"David,Dirkas",18,0.45,47,Senior,Pedophile
"James ,Alakas",17,1.84,34,Junior,Early childhood Education
"James ,Tarken",19,2.18,48,Junior,criminal justice
"Jerome ,Dover",16,4.32,57,Freshman,Early College
"David,Seeman",17,2.94,60,Freshman,Math
"Mary ,Anderson",18,0.97,12,Freshman,Buisness
"Jessica ,Dirkas",16,1.97,60,Senior,Engineering
"Mary ,Dirkas",16,1.53,30,Sophmore,Buisness
"Mohammed,Kurtis",15,1.81,5,Junior,Marketing
"Hugh ,Kurtis",16,3.35,25,Junior,Bio med
"Richard,Smith",18,2.69,41,Junior,culinary
"Joe,Anderson",15,1.47,9,Junior,Pedophile
"Hugh ,Dirkas",16,2.96,60,Junior,Music
"Thomas,Emma",18,1.82,51,Sophmore,Pervert
"Hugh ,Alakas",15,0.22,2,Sophmore,Pervert
"David,Dirkas",19,2.87,34,Senior,Athletics
"John ,Dover",14,1.13,52,Senior,Music
"David,Dirkas",18,3.79,11,Junior,Athletics
"John ,Dirkas",16,0.73,55,Freshman,Buisness
"Richard,Dover",14,0.01,30,Junior,Music
"Jerome ,Anderson",15,1.68,10,Freshman,Bio med
"William,Janus",19,0.52,44,Sophmore,Computer Science
"Jerome ,Seeman",14,3.64,13,Senior,criminal justice
"Ben ,Dover",18,1.64,13,Junior,Pervert
"John ,Emma",15,4.24,41,Freshman,Early childhood Education
"James ,Alakas",19,2.32,13,Sophmore,Engineering
"Ben ,Anderson",16,3.34,6,Sophmore,Computer Science
"Mohammed,Smith",15,3.09,32,Junior,Athletics
"Mohammed,Anderson",16,2.0,7,Junior,Engineering
"Christopher,Dover",18,2.73,7,Sophmore,Engineering
"Joe,Dirkas",16,3.76,58,Senior,Buisness
"Richard,Dover",14,1.24,10,Freshman,Computer Science
"Thomas,Seeman",19,0.53,22,Sophmore,Computer Science
"John ,Seeman",15,1.78,32,Junior,Early College
"Thomas,Alakas",14,0.33,15,Sophmore,Math
"Thomas,Dirkas",17,0.68,19,Junior,Athletics
"James ,Dirkas",19,2.12,39,Junior,Music
"James ,Anderson",15,3.6,23,Junior,Pervert
"Ben ,Smith",14,0.52,20,Sophmore,Computer Science
"William,Emma",18,2.31,20,Sophmore,criminal justice
"John ,Smith",16,2.98,21,Sophmore,Pervert
"Carman ,Kurtis",16,3.04,19,Junior,culinary
"Mac,Dirkas",15,0.89,44,Freshman,Music
"Richard,Dover",18,4.21,22,Senior,Early childhood Education
"Joe,Dover",14,0.55,31,Sophmore,Pervert
"Thomas,Anderson",14,3.31,39,Freshman,Pedophile
"Carman ,Janus",17,3.03,0,Senior,Computer Science
"Ben ,Dirkas",17,3.2,47,Senior,Marketing
"William,Dover",16,1.92,33,Freshman,Early childhood Education
"Thomas,Alakas",16,1.39,14,Senior,Computer Science
"Mac,Emma",17,2.16,23,Senior,Pervert
"David,Janus",14,2.6,23,Junior,Computer Science
"Christopher,Anderson",15,2.57,52,Sophmore,culinary
"Hugh ,Dirkas",16,1.94,36,Freshman,Early College
"Hugh ,Tarken",16,0.45,19,Senior,Music
"David,Alakas",15,1.06,2,Sophmore,Math
"Hugh ,Emma",17,2.91,23,Sophmore,Bio med
"Christopher,Anderson",15,3.37,37,Junior,Buisness
"James ,Janus",18,0.67,42,Sophmore,Athletics
"John ,Dirkas",16,0.98,4,Senior,Athletics
"Carman ,Dover",17,1.1,10,Junior,Math
"William,Anderson",17,2.77,25,Sophmore,Pedophile
"James ,Anderson",16,2.57,5,Sophmore,Pervert
"William,Alakas",16,1.62,46,Sophmore,Buisness
"Mohammed,Dover",17,4.29,20,Junior,Early childhood Education
"Thomas,Kurtis",14,1.73,21,Freshman,Early College
"John ,Smith",17,4.45,31,Senior,Early College
"David,Tarken",17,0.67,60,Junior,Computer Science
"Richard,Dirkas",17,4.41,45,Junior,Athletics
"Jessica ,Kurtis",16,0.03,24,Junior,Buisness
"Joe,Tarken",19,3.28,60,Sophmore,Bio med
"Mohammed,Smith",16,1.22,30,Senior,criminal justice
"John ,Anderson",15,1.79,44,Freshman,culinary
"Richard,Dirkas",16,0.83,48,Freshman,Music
"William,Dover",17,1.45,6,Senior,Pedophile
"Jessica ,Tarken",14,1.37,32,Junior,Early College
"Mac,Dirkas",14,3.88,7,Freshman,Music
"James ,Anderson",19,4.06,59,Senior,criminal justice
"Christopher,Janus",17,0.46,28,Freshman,Marketing
"John ,Janus",17,3.52,56,Sophmore,Computer Science
"William,Janus",14,0.42,36,Sophmore,Math
"Carman ,Seeman",19,1.87,47,Sophmore,Computer Science
"Richard,Tarken",17,0.43,25,Junior,Marketing
"Jessica ,Alakas",14,4.19,47,Senior,Pedophile
"Carman ,Alakas",18,1.67,18,Freshman,criminal justice
"Ben ,Kurtis",14,3.91,10,Sophmore,Marketing
"Mary ,Dirkas",15,2.23,46,Senior,Bio med
"Jessica ,Janus",16,4.33,41,Junior,Computer Science
"Hugh ,Dirkas",18,3.63,9,Freshman,Engineering
"Richard,Dover",16,2.41,56,Junior,Math
"William,Seeman",18,1.59,25,Senior,Pervert
"Jessica ,Kurtis",14,1.27,45,Senior,culinary
"Jerome ,Dover",14,2.09,35,Freshman,Pedophile
"Carman ,Dirkas",17,2.41,36,Senior,Pedophile
"Thomas,Alakas",18,1.66,48,Sophmore,Computer Science
"Robert,Emma",16,1.92,7,Senior,Athletics
"Richard,Tarken",16,1.2,12,Senior,Computer Science
"Jerome ,Janus",18,1.23,45,Freshman,Buisness
"Hugh ,Smith",16,2.22,50,Freshman,Bio med
"Mohammed,Anderson",15,2.97,40,Junior,criminal justice
"Jessica ,Dirkas",14,1.76,7,Sophmore,Athletics
"Jerome ,Anderson",16,2.31,12,Senior,Math
"William,Smith",15,2.34,1,Freshman,Computer Science
"Thomas,Tarken",16,3.43,34,Senior,Athletics
"Thomas,Dirkas",18,1.29,25,Sophmore,Bio med
"Robert,Dover",17,3.64,32,Junior,Pedophile
"Richard,Janus",14,2.77,40,Senior,Early childhood Education
"Robert,Dover",18,2.62,54,Senior,criminal justice
"Christopher,Smith",19,0.96,44,Senior,Bio med
"Jerome ,Kurtis",18,0.66,30,Freshman,criminal justice
"Robert,Seeman",19,4.36,2,Freshman,Buisness
"James ,Dirkas",19,0.71,59,Sophmore,Computer Science
"Jessica ,Dover",15,3.79,1,Sophmore,Early childhood Education
"Ben ,Janus",14,2.67,18,Sophmore,Music
"Jessica ,Kurtis",19,2.36,52,Sophmore,Engineering
"Richard,Smith",18,0.35,0,Junior,Early College
"James ,Dirkas",15,2.68,40,Freshman,criminal justice
"James ,Dover",19,4.01,31,Sophmore,Bio med
"Jessica ,Tarken",19,1.22,57,Sophmore,Music
"Jerome ,Alakas",19,3.74,55,Freshman,Bio med
"Ben ,Kurtis",14,0.25,41,Freshman,Engineering
"Thomas,Dirkas",15,4.05,58,Sophmore,Athletics
"Jessica ,Kurtis",18,3.0,55,Senior,Early childhood Education
"Hugh ,Janus",18,2.03,30,Freshman,Marketing
"Jessica ,Dirkas",16,1.19,41,Junior,Marketing
"Robert,Dover",15,0.48,4,Senior,Math
"Hugh ,Janus",18,0.87,5,Freshman,Computer Science
"John ,Smith",18,0.22,47,Senior,Computer Science
"Mac,Dover",15,1.49,20,Sophmore,Computer Science
"Thomas,Emma",17,2.89,51,Senior,Engineering
"Jessica ,Dirkas",16,1.79,2,Sophmore,Pervert
"Joe,Seeman",15,4.16,20,Junior,Engineering
"William,Dover",14,0.13,15,Senior,Athletics
"William,Tarken",19,2.74,28,Junior,Early childhood Education
"Mary ,Anderson",14,2.79,45,Junior,Pedophile
"John ,Dirkas",18,0.19,13,Senior,Engineering
"Jerome ,Kurtis",15,2.37,16,Junior,Athletics
"Robert,Seeman",18,3.83,42,Junior,Bio med
"John ,Alakas",15,0.27,40,Sophmore,Bio med
"Carman ,Anderson",19,1.16,29,Sophmore,Early childhood Education
"Robert,Tarken",17,3.13,19,Freshman,Music
"Jerome ,Smith",18,2.62,20,Sophmore,Pervert
"James ,Tarken",19,3.35,60,Junior,criminal justice
"David,Smith",14,3.76,17,Sophmore,Engineering
"William,Dover",15,4.44,25,Senior,culinary
"Jerome ,Emma",16,4.26,8,Senior,criminal justice
"Jerome ,Dirkas",19,2.45,48,Freshman,Pedophile
"Mohammed,Tarken",16,1.01,10,Freshman,Computer Science
"Joe,Janus",14,3.55,39,Freshman,Early College
"Richard,Janus",18,2.12,52,Freshman,Early College
"Mohammed,Janus",16,4.06,11,Senior,Athletics
"Robert,Dover",19,2.4,4,Senior,Marketing
"Mac,Dover",16,1.58,47,Senior,Early College
"Mary ,Smith",19,4.42,57,Senior,culinary
"John ,Emma",17,1.53,37,Junior,criminal justice
"Thomas,Dirkas",18,0.06,57,Junior,Marketing
"Jerome ,Tarken",19,1.84,5,Senior,Buisness
"Hugh ,Emma",14,2.85,26,Freshman,Pervert
"Joe,Seeman",19,1.97,59,Sophmore,criminal justice
"William,Smith",17,3.96,47,Junior,Bio med
"Jerome ,Dover",17,2.55,23,Senior,culinary
"Joe,Tarken",18,2.9,13,Freshman,Marketing
"Mary ,Kurtis",14,2.45,45,Freshman,Early childhood Education
"Carman ,Seeman",16,0.41,30,Junior,Early College
"Mohammed,Dirkas",19,2.43,16,Junior,criminal justice
"Hugh ,Seeman",16,0.46,33,Junior,Bio med
"Ben ,Dirkas",19,2.48,57,Sophmore,criminal justice
"James ,Emma",15,0.73,3,Freshman,Computer Science
"Jessica ,Seeman",17,2.19,17,Freshman,Computer Science
"David,Kurtis",17,3.79,54,Senior,culinary
"Hugh ,Smith",16,4.5,24,Sophmore,Computer Science
"Christopher,Tarken",16,3.48,5,Senior,Engineering
"Jessica ,Tarken",14,3.76,59,Junior,Early College
"Jerome ,Emma",16,4.24,43,Sophmore,Music
"Ben ,Seeman",15,3.5,31,Freshman,Music
"Christopher,Anderson",18,1.58,49,Junior,Math
"Mohammed,Smith",19,0.84,32,Sophmore,Engineering
"Jerome ,Tarken",16,2.92,32,Freshman,Music
"Jessica ,Emma",14,2.08,59,Freshman,Computer Science
"Mac,Anderson",15,4.15,34,Senior,Computer Science
"James ,Tarken",18,0.83,32,Senior,Engineering
"Jerome ,Janus",15,2.0,21,Senior,Pedophile
"James ,Seeman",15,4.4,52,Freshman,Pervert
